ID,Ones,Twos,Threes,Fours,Fives,Sixes,Total,Bonus,3 of a Kind,4 of a Kind,Full House,Small Straight,Large Straight,Chance,Yahtzee,Score
0,,,,,,,,,,,,30,,,,271
0,,,,,,18,,,,,,30,,,,271
0,,,,,,18,,,25,,,30,,,,271
0,,,,12,,18,,,25,,,30,,,,271
0,4,,,12,,18,,,25,,,30,,,,271
0,4,,,12,15,18,,,25,,,30,,,,271
0,4,,,12,15,18,,,25,,25,30,,,,271
0,4,,,12,15,18,,,25,29,25,30,,,,271
0,4,,12,12,15,18,,,25,29,25,30,,,,271
0,4,,12,12,15,18,,,25,29,25,30,40,,,271
0,4,4,12,12,15,18,65,35,25,29,25,30,40,,,271
0,4,4,12,12,15,18,65,35,25,29,25,30,40,22,,271
0,4,4,12,12,15,18,65,35,25,29,25,30,40,22,0,271
1,,,,,,,,,,,,,,,,258
1,,,,,,,,,,,,30,,,,258
1,,,,,15,,,,,,,30,,,,258
1,1,,,,15,,,,,,,30,,,,258
1,1,,,,15,,,,,,25,30,,,,258
1,1,,,,15,,,,,,25,30,,,50,258
1,1,,,,15,,,,,,25,30,,25,50,258
1,1,,,,15,,,,,0,25,30,,25,50,258
1,1,,9,,15,,,,,0,25,30,,25,50,258
1,1,,9,,15,,,,26,0,25,30,,25,50,258
1,1,,9,12,15,,,,26,0,25,30,,25,50,258
1,1,6,9,12,15,,,,26,0,25,30,,25,50,258
1,1,6,9,12,15,24,67,35,26,0,25,30,,25,50,258
1,1,6,9,12,15,24,67,35,26,0,25,30,0,25,50,258
1,,,,,,,,,,,,,,,,283
1,,,,,,,,,,,,30,,,,283
1,3,,,,,,,,,,,30,,,,283
1,3,,,,20,,,,,,,30,,,,283
1,3,,,,20,,,,,,,30,40,,,283
1,3,,,12,20,,,,,,,30,40,,,283
1,3,8,,12,20,,,,,,,30,40,,,283
1,3,8,,12,20,,,,,27,,30,40,,,283
1,3,8,12,12,20,,,,,27,,30,40,,,283
1,3,8,12,12,20,18,73,35,,27,,30,40,,,283
1,3,8,12,12,20,18,73,35,27,27,,30,40,,,283
1,3,8,12,12,20,18,73,35,27,27,,30,40,26,,283
1,3,8,12,12,20,18,73,35,27,27,25,30,40,26,,283
1,3,8,12,12,20,18,73,35,27,27,25,30,40,26,0,283
1,,,,,,,,,,,,,,26,,210
1,,,,,,,,,,,25,,,26,,210
1,,,,,15,,,,,,25,,,26,,210
1,,,,12,15,,,,,,25,,,26,,210
1,2,,,12,15,,,,,,25,,,26,,210
1,2,,9,12,15,,,,,,25,,,26,,210
1,2,,9,12,15,,,,,,25,,40,26,,210
1,2,,9,12,15,,,,27,,25,,40,26,,210
1,2,,9,12,15,,,,27,,25,30,40,26,,210
1,2,,9,12,15,,,,27,,25,30,40,26,0,210
1,2,,9,12,15,,,,27,0,25,30,40,26,0,210
1,2,,9,12,15,18,,,27,0,25,30,40,26,0,210
1,2,6,9,12,15,18,62,0,27,0,25,30,40,26,0,210
1,,,,,,,,,,,,,,,,306
1,,,,,,24,,,,,,,,,,306
1,,,,,,24,,,,,,,,,50,306
1,,6,,,,24,,,,,,,,,50,306
1,,6,,,,24,,,,,25,,,,50,306
1,3,6,,,,24,,,,,25,,,,50,306
1,3,6,,,,24,,,,0,25,,,,50,306
1,3,6,,,,24,,,,0,25,,40,,50,306
1,3,6,,16,,24,,,,0,25,,40,,50,306
1,3,6,,16,,24,,,,0,25,30,40,,50,306
1,3,6,,16,,24,,,27,0,25,30,40,,50,306
1,3,6,9,16,,24,,,27,0,25,30,40,,50,306
1,3,6,9,16,15,24,73,35,27,0,25,30,40,,50,306
1,3,6,9,16,15,24,73,35,27,0,25,30,40,26,50,306
1,,,,,,,,,,,,,,,,239
1,4,,,,,,,,,,,,,,,239
1,4,,,,,,,,,,,30,,,,239
1,4,8,,,,,,,,,,30,,,,239
1,4,8,,,,18,,,,,,30,,,,239
1,4,8,,16,,18,,,,,,30,,,,239
1,4,8,9,16,,18,,,,,,30,,,,239
1,4,8,9,16,,18,,,,18,,30,,,,239
1,4,8,9,16,15,18,70,35,,18,,30,,,,239
1,4,8,9,16,15,18,70,35,24,18,,30,,,,239
1,4,8,9,16,15,18,70,35,24,18,,30,40,,,239
1,4,8,9,16,15,18,70,35,24,18,,30,40,,0,239
1,4,8,9,16,15,18,70,35,24,18,,30,40,22,0,239
1,4,8,9,16,15,18,70,35,24,18,0,30,40,22,0,239
1,4,,,,,,,,,,,,,,,323
1,4,,,,,,,,,,25,,,,,323
1,4,,,,,24,,,,,25,,,,,323
1,4,6,,,,24,,,,,25,,,,,323
1,4,6,,,,24,,,,,25,,,,50,323
1,4,6,12,,,24,,,,,25,,,,50,323
1,4,6,12,,,24,,,,,25,30,,,50,323
1,4,6,12,,,24,,,,,25,30,40,,50,323
1,4,6,12,,,24,,,,22,25,30,40,,50,323
1,4,6,12,,20,24,,,,22,25,30,40,,50,323
1,4,6,12,4,20,24,70,35,,22,25,30,40,,50,323
1,4,6,12,4,20,24,70,35,29,22,25,30,40,,50,323
1,4,6,12,4,20,24,70,35,29,22,25,30,40,22,50,323
1,0,,,,,,,,,,,,,,,173
1,0,4,,,,,,,,,,,,,,173
1,0,4,,,,,,,,,,,40,,,173
